step_local,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z,is_inference_window
10,-0.024992235413142726,0.0482104697695304,-0.0028750596229868857,0.04111575641173887,0.051480672650980955,0.03330023208738343,-0.2943604982063908,0.8583970636449368,-0.06722026141031201,0.6895635869484564,0.7303891819987939,0.4128393543439298,1
11,-0.026214508009705706,0.05576902736269682,-0.0024807001994197526,0.04712849782693916,0.05565763524244187,0.035595790866775605,-0.12222725965629795,0.7558557593166426,0.03943594235671331,0.6012741415200292,0.41769625914609143,0.2295558779392172,1
12,-0.02758810506530151,0.06251348391940417,-0.002677002434939704,0.04906175358718163,0.05754522894860563,0.04167849106620695,-0.1373597055595803,0.674445655670735,-0.01963022355199514,0.1933255760242468,0.18875937061637593,0.6082700199431342,1
13,-0.028462058282880565,0.06882211015855712,-0.002485668495092704,0.055415837393963684,0.06163504825663604,0.044127083260464744,-0.08739532175790557,0.6308626239152945,0.019133393984699983,0.6354083806782054,0.4089819308030408,0.24485921942577968,1
14,-0.02813106589046662,0.07429036262093949,-0.001943016599517021,0.05852854729425638,0.06315263688423567,0.04618497019349626,0.03309923924139438,0.5468252462382375,0.054265189557568316,0.31127099002926994,0.15175886275996323,0.2057886933031515,1
15,-0.028017897984853136,0.07867175529823804,-0.0016671584367402268,0.05749691502756367,0.06371754998874506,0.04991238088894084,0.011316790561348433,0.43813926772985484,0.027585816277679413,-0.10316322666927141,0.05649131045093875,0.37274106954445774,1
16,-0.028147855556678814,0.08347333743820896,-0.0011026157924340088,0.06110365238108937,0.06660157273835637,0.052220082969827476,-0.012995757182567708,0.48015821399709224,0.056454264430621806,0.36067373535257,0.28840227496113174,0.23077020808866394,1
17,-0.027439299812891737,0.08677473397802757,-0.00011497564843919501,0.06221611228818007,0.06670391505141864,0.053494928312356214,0.07085557437870767,0.33013965398186046,0.09876401439948138,0.11124599070906974,0.010234231306226194,0.12748453425287382,1
18,-0.02629514628956527,0.08992471171072133,0.00019383995678373678,0.06028038267892728,0.0656210545655545,0.05571419603017676,0.11441535233264674,0.3149977732693765,0.03088156052229318,-0.19357296092527843,-0.10828604858641316,0.2219267717820543,1
19,-0.0250384049982655,0.09206695339267117,0.0009614616725635263,0.06127445214661866,0.06517800222375095,0.055206021354272196,0.12567412912997677,0.2142241681949833,0.07676217157797895,0.09940694676913789,-0.0443052341803557,-0.05081746759045616,1
20,-0.023486639757280756,0.09334140642545286,0.001586718229899654,0.05986874659946441,0.06307197781851656,0.05583376836106728,0.1551765240984746,0.1274453032781689,0.06252565573361277,-0.14057055471542526,-0.21060244052343857,0.06277470067950833,1
21,-0.020747186853992208,0.09361087086823897,0.0022753829502210198,0.056103168564046325,0.05926550892247182,0.05489377489957921,0.2739452903288548,0.026946444278611037,0.06886647203213658,-0.37655780354180834,-0.38064688960447385,-0.093999346148807,1
22,-0.01870799424962728,0.09383187126801726,0.0021775964674774833,0.051087060057171174,0.05643954741180844,0.05439353657516446,0.20391926043649283,0.022100039977829278,-0.009778648274353643,-0.5016108506875151,-0.2825961510663381,-0.05002383244147521,1
23,-0.01705355160476422,0.09310823746410331,0.003061842383949055,0.04654381462843427,0.05361565873159645,0.05334950706598709,0.16544426448630578,-0.07236338039139506,0.08842459164715714,-0.4543245428736901,-0.28238886802119945,-0.10440295091773688,1
24,-0.014897483639026066,0.09274119708364527,0.003716359447294996,0.043099555484859595,0.05046927318873956,0.05148755534023121,0.21560679657381554,-0.03670403804580391,0.06545170633459411,-0.3444259143574678,-0.3146385542856886,-0.18619517257558796,0
25,-0.01300598369962067,0.09229827727230862,0.0037278605313371812,0.03868646874069732,0.04822040148707093,0.04706429182786839,0.1891499939405397,-0.04429198113366506,0.0011501084042185236,-0.4413086744162277,-0.22488717016686324,-0.44232635123628156,0
26,-0.012145133229668221,0.09222134334058966,0.0039548736364416704,0.037350944405969234,0.04767126334411218,0.04555793652616288,0.08608504699524483,-0.007693393171895324,0.02270131051044892,-0.13355243347280832,-0.05491381429587466,-0.15063553017055156,0
27,-0.010460906235758249,0.0916460971181765,0.004716203513682989,0.03796381902053383,0.04698108328131695,0.041002966946398385,0.16842269939099722,-0.05752462224131588,0.07613298772413185,0.0612874614564593,-0.06901800627952329,-0.45549695797644923,0
28,-0.008747963938421482,0.09119547258947595,0.005490641772470966,0.03746755077314069,0.04402619887317165,0.03844965840152888,0.17129422973367667,-0.045062452870055225,0.07744382587879768,-0.049626824739313485,-0.29548844081453,-0.25533085448695075,0
29,-0.006863773993679064,0.08969282817842805,0.004711186737993749,0.03174696909560458,0.043424013274008556,0.032820837781327675,0.18841899447424185,-0.15026444110479015,-0.07794550344772172,-0.5720581677536113,-0.06021855991630923,-0.5628820620201203,0
30,-0.005157580444511461,0.08802872690663323,0.004332819964028166,0.026807604585833044,0.04188807023417247,0.028206268623708713,0.17061935491676028,-0.1664101271794824,-0.03783667739655824,-0.49393645097715355,-0.15359430398360838,-0.4614569157618962,0
31,-0.0033749944538553297,0.08593948820174657,0.004337711056222846,0.01969474514464838,0.037293860674678415,0.024617782006059585,0.17825859906561312,-0.20892387048866562,0.0004891092194679765,-0.7112859441184665,-0.4594209559494057,-0.3588486617649128,0
32,-0.0018772365591143696,0.0841189629314737,0.004071696783002644,0.014364382814767651,0.034754788353867375,0.020233699126126804,0.149775789474096,-0.1820525270272877,-0.026601427322020185,-0.5330362329880729,-0.25390723208110405,-0.438408287993278,0
33,-0.0012585121292224715,0.08217430869780677,0.002875640438032747,0.007250342669405378,0.03364988858804454,0.01835474465830935,0.061872442989189806,-0.1944654233666923,-0.11960563449698973,-0.7114040145362273,-0.11048997658228352,-0.18789544678174536,0
34,-0.001302763641186986,0.08120052570327659,0.0034746809200223486,0.005795305931900319,0.03157327992194489,0.018436571613360687,-0.0044251511964514545,-0.09737829945301868,0.059904048198960176,-0.14550367375050594,-0.20766086660996483,0.008182695505133675,0
35,-0.0015293230448885664,0.08039329050921798,0.004039278323599493,0.008086737139335236,0.03176690901304898,0.017530553548897855,-0.02265594037015803,-0.08072351940586059,0.056459740357714436,0.22914312074349172,0.019362909110409027,-0.09060180644628324,0
36,-0.0018175208391335539,0.08044230917058054,0.0042822382865231965,0.010076196823177851,0.03366175226437692,0.016635766788283622,-0.02881977942449875,0.0049018661362559834,0.02429599629237035,0.1989459683842615,0.18948432513279378,-0.08947867606142329,0
37,-0.0010054884448951382,0.07985111591564356,0.004358195736146243,0.008760999846576828,0.03227966435827821,0.012647348853398053,0.08120323942384157,-0.059119325493697805,0.007595744962304689,-0.13151969766010232,-0.1382087906098707,-0.3988417934885569,0
38,-0.00029561043966342266,0.0800061057023127,0.004956646212026839,0.009404935728700438,0.030071602914956242,0.00994193266895888,0.07098780052317157,0.015498978666914076,0.05984504758805957,0.06439358821236102,-0.220806144332197,-0.2705416184439173,0
39,-0.0007706579204032144,0.07939937165906133,0.00422790328883951,0.006939952121132631,0.0301479002443782,0.009591376068343326,-0.04750474807397917,-0.06067340432513724,-0.07287429231873288,-0.24649836075678072,0.007629732942195794,-0.035055660061555395,0
40,-0.00044801038461865646,0.07967618928378732,0.003894791546596775,0.005376250576092634,0.030312990902608573,0.007079835847535803,0.03226475357845579,0.02768176247259918,-0.03331117422427352,-0.15637015450399974,0.016509065823037267,-0.25115402208075227,0
41,-0.00044436465578367583,0.07909938425479354,0.003029702057936327,0.0006918704892942601,0.027823027121868543,0.005046846907892637,0.0003645728834980632,-0.05768050289937793,-0.0865089488660448,-0.4684380086798373,-0.24899637807400293,-0.20329889396431666,0
42,-0.0021171794512064163,0.07947903999886782,0.002120155886296421,-0.0003562822740720414,0.028644571922210822,0.00850256409973288,-0.16728147954227404,0.03796557440742809,-0.0909546171639906,-0.10481527633663015,0.0821544800342279,0.34557171918402435,0
43,-0.0031162243706030516,0.07920580027496131,0.0012643521507414621,0.001666284939510045,0.03280980704715718,0.005384219231417892,-0.09990449193966354,-0.027323972390651263,-0.0855803735554959,0.20225672135820863,0.4165235124946355,-0.3118344868314989,0
44,-0.0025639856511665794,0.07979759855480366,0.0008963022030140218,0.003203367022295283,0.03317603035295903,0.0008772685528946854,0.055223871943647224,0.05917982798423482,-0.03680499477274403,0.15370820827852383,0.03662233058018549,-0.4506950678523206,0
45,-0.002638172668439691,0.0791629278149192,0.0008436640991314546,0.0030865813649869132,0.03194530197623765,0.0018489592419493896,-0.0074187017273111625,-0.06346707398844631,-0.005263810388256718,-0.011678565730836995,-0.12307283767213836,0.09716906890547042,0
46,-0.0029204032610841008,0.07848033579521618,0.0006688818319735952,0.005545259722484405,0.03400705942548997,0.0011359277188562624,-0.028223059264440974,-0.06825920197030128,-0.017478226715785937,0.2458678357497492,0.20617574492523202,-0.07130315230931272,0
47,-0.002524291464340955,0.0772406825697156,-0.000199104765834536,0.005185932094571256,0.03523863909568389,-0.0028247590073189753,0.03961117967431456,-0.12396532255005838,-0.08679865978081312,-0.035932762791314896,0.12315796701939177,-0.39606867261752376,0
48,-0.0021363316229537493,0.07693756309539626,-7.167570954964772e-05,0.0038955120742480095,0.03234386681138959,-0.0019320955489180492,0.038795984138720575,-0.030311947431933828,0.01274290562848883,-0.12904200203232466,-0.2894772284294293,0.0892663458400926,0
49,-0.002727533767475432,0.07656454854750283,-0.0002089097542406021,0.0013412942905891105,0.031666534361602786,-9.865611630765361e-05,-0.059120214452168265,-0.03730145478934299,-0.013723404469095436,-0.2554217783658899,-0.06773324497868077,0.18334394326103956,0
50,-0.002477456876918313,0.07611345896241936,-0.0007840877201894456,-0.0011696907939097961,0.030955675708113573,-0.0031266964201182865,0.025007689055711903,-0.04510895850834695,-0.057517796594884346,-0.2510985084498906,-0.07108586534892124,-0.3028040303810633,0
51,-0.0023319110336831065,0.07687796239069708,-0.0006737914354164737,-0.0009901042977982447,0.02844247691531851,-0.0020674193968823586,0.014554584323520645,0.07645034282777186,0.011029628477297188,0.017958649611155137,-0.25131987927950633,0.10592770232359279,0
52,-0.0018043399758911408,0.07761838465392527,0.0007444842115304079,0.0001908302188238788,0.025854691604281943,-0.001733373334592367,0.052757105779196574,0.07404222632281937,0.14182756469468816,0.11809345166221236,-0.2587785311036567,0.03340460622899917,0
53,-0.0009948077173010273,0.07761348407093133,6.060261646687673e-05,-0.0019125507895282911,0.025764621302689056,-0.007109851190568339,0.08095322585901135,-0.0004900582993946911,-0.06838815950635312,-0.21033810083521698,-0.00900703015928872,-0.5376477855975973,0
54,-0.0008330571752208152,0.07758434058155726,0.00022899997696910064,-0.001114609361520071,0.02379721815624124,-0.005768801537153562,0.01617505420802121,-0.0029143489374064413,0.016839736050222393,0.07979414280082202,-0.1967403146447815,0.13410496534147776,0
55,-0.000892713512263868,0.07762197456808849,0.0006946117530429792,-0.002162369665717565,0.018469217575593604,-0.0024914596969508886,-0.0059656337043052805,0.003763398653122696,0.04656117760738786,-0.10477603041974942,-0.5328000580647637,0.3277341840202673,0
56,-0.0004089124080162335,0.07714229645801253,0.00015784863882514628,-0.006477359609406472,0.016702643126422233,-0.0050499068615604435,0.04838011042476345,-0.04796781100759595,-0.0536763114217833,-0.43149899436889066,-0.176657444917137,-0.25584471646095547,0
57,-0.000744709368346011,0.0771194241222137,0.00024157681390097122,-0.006232248458401317,0.014151695813279616,-0.0018684252005043288,-0.03357969603297775,-0.0022872335798826415,0.008372817507582495,0.024511115100515467,-0.25509473131426175,0.3181481661056115,0
58,-0.0020043862803039644,0.07710882367790281,0.0011662951499154827,-0.0045792666131386234,0.011698175470586544,0.00516487233888166,-0.12596769119579534,-0.0010600444310893131,0.09247183360145114,0.16529818452626935,-0.24535203426930724,0.7033297539385988,0
59,-0.002074300105415165,0.0775861671336821,0.0010267967765845813,-0.004871679023252039,0.011729111494033719,0.0030559820006113023,-0.0069913825111200725,0.04773434557792944,-0.01394983733309014,-0.029241241011341516,0.003093602344717526,-0.21088903382703575,0
60,-0.0022647928079385566,0.0786252276931437,0.0016275999709164158,-0.001511115744189902,0.013117422171591087,0.002763646431596027,-0.019049270252339146,0.10390605594615965,0.06008031943318345,0.33605632790621365,0.1388310677557368,-0.029233556901527534,0
61,-0.0034585435130025668,0.07999290020126981,0.002575336103696712,0.0040019887186700295,0.011858221624038138,0.009539242144084676,-0.11937507050640102,0.1367672508126111,0.0947736132780296,0.5513104462859931,-0.12592005475529494,0.6775595712488649,0
62,-0.0033635277613405594,0.08027909705748501,0.002005133555141949,0.0013022434159254558,0.012183691019360881,0.007564437534457807,0.009501575166200732,0.02861968562151984,-0.05702025485547629,-0.26997453027445734,0.03254693953227434,-0.1974804609626869,0
63,-0.002312961374913329,0.08061179829819339,0.0012028048169648038,-0.0033758331907055494,0.01133936416601462,0.0048604013348355615,0.10505663864272302,0.03327012407083746,-0.08023287381771452,-0.46780766066310053,-0.08443268533462611,-0.27040361996222456,0
64,-0.0016592094378940297,0.08004377665410767,0.0012445434078717315,-0.0045429331394142534,0.009072328793272213,0.006546071860571351,0.06537519370192996,-0.05680216440857172,0.00417385909069277,-0.1167099948708704,-0.2267035372742407,0.16856705257357893,0
65,-0.0023546019156057167,0.08033731973904301,0.00034414167912216883,-0.006910306508981022,0.01035934950221501,0.009063176312173396,-0.0695392477711687,0.029354308493534376,-0.09004017287495626,-0.23673733695667684,0.12870207089427965,0.25171044516020447,0
66,-0.0008417787403405929,0.07923924236067595,-0.00026556989754874806,-0.012399132274847773,0.01184896042153941,0.0042867931951932736,0.15128231752651236,-0.10980773783670628,-0.06097115766709169,-0.5488825765866752,0.14896109193244,-0.4776383116980122,0
67,-0.0007325072922051715,0.07873133390728757,-9.885412475261756e-05,-0.012905588869134916,0.012334934767842625,0.005145529344576974,0.010927144813542143,-0.050790845338838375,0.016671577279613048,-0.05064565942871427,0.04859743463032154,0.08587361493837004,0
68,-0.0010275844544458041,0.0798017188175458,0.0016267580704221857,-0.00620958309007764,0.010631935114227279,0.008528449684590423,-0.029507716224063264,0.10703849102582375,0.17256121951748032,0.6696005779057276,-0.1702999653615346,0.3382920340013449,0
69,-0.0012203083555161517,0.08047405435357122,0.0026640075063260648,-0.003164232807387793,0.010590812361443849,0.008779500229374775,-0.019272390107034756,0.06723355360254146,0.1037249435903879,0.3045350282689847,-0.004112275278343042,0.025105054478435224,0
70,-0.000980519577262584,0.07992994313124784,0.002707009174957145,-0.004375627458380868,0.009223097654221923,0.006539112280729129,0.02397887782535676,-0.05441112223233818,0.004300166863108017,-0.12113946509930751,-0.1367714707221926,-0.22403879486456463,0
71,-0.0017365773513603646,0.07957830022745538,0.0031371073089829747,-0.003832774440693392,0.006370491455738885,0.00564850099533665,-0.07560577740977806,-0.03516429037924568,0.043009813402582975,0.05428530176874759,-0.2852606198483038,-0.08906112853924791,0
72,-0.002148548593035542,0.08049412426845758,0.003388349988904938,-0.0018570249178262662,0.005322064880364422,0.00647408772903323,-0.04119712416751772,0.09158240410021973,0.025124267992196338,0.1975749522867126,-0.10484265753744632,0.08255867336965805,0
73,-0.0030507294159402938,0.07942402963623559,0.0019502459213574443,-0.00621900151789638,0.005113706324202612,0.008438798793346343,-0.09021808229047519,-0.10700946322219906,-0.14381040675474938,-0.43619766000701143,-0.02083585561618098,0.19647110643131122,0
74,-0.0023551555390085867,0.07855617332869953,0.002309549231652335,-0.007946238752108762,0.0008891023534223448,0.007548969364702384,0.0695573876931707,-0.08678563075360524,0.035930331029489074,-0.17272372342123815,-0.42246039707802674,-0.08898294286439588,0
75,-0.0006166399351654305,0.07738153748970586,0.00124542781569075,-0.011066763154915695,0.0010869130295278167,0.00019787717950760786,0.17385156038431562,-0.11746358389936734,-0.1064121415961585,-0.3120524402806933,0.019781067610547192,-0.7351092185194776,0
76,6.730355495909862e-05,0.07655794640098032,0.0009253995946314611,-0.011145683470782103,0.0010337551269002793,8.260327082019146e-06,0.06839434901245292,-0.08235910887255393,-0.0320028221059289,-0.007892031586640737,-0.005315790262753746,-0.01896168524255887,0
77,0.0011836863539333095,0.07583470843452793,0.0011724271492368024,-0.012513635788739888,-0.002493322262613214,-0.0013467425845119251,0.11163827989742109,-0.07232379664523919,0.024702755460534128,-0.13679523179577854,-0.3527077389513493,-0.13550029115939444,0
78,0.002530260286654787,0.07462275320273294,0.0006163023518778371,-0.0151487906233756,-0.0016053715933699252,-0.009090893706410032,0.13465739327214776,-0.12119552317949867,-0.055612479735896524,-0.2635154834635712,0.08879506692432886,-0.7744151121898107,0
79,0.0016107735695528175,0.07477690839428663,0.00021083906116082032,-0.01322522395929111,-0.0008238642487125497,-0.0076831008826876625,-0.09194867171019695,0.015415519155369262,-0.04054632907170168,0.19235666640844903,0.07815073446573755,0.14077928237223694,0
80,0.0005673452122607087,0.07467988460598236,0.0011637489189117965,-0.009178239674837873,-0.002191165389264413,-0.003849220889654196,-0.10434283572921088,-0.009702378830427072,0.09529098577509762,0.40469842844532367,-0.1367301140551863,0.38338799930334666,0
81,-0.0001345513177168481,0.07585775885877492,0.0013491680197093535,-0.0068651037895090155,-0.0015773853313341038,-0.002122936346176031,-0.07018965299775567,0.11778742527925601,0.018541910079755697,0.2313135885328857,0.06137800579303092,0.17262845434781646,0
82,-0.0011117423363462913,0.0753451623550755,0.0005764574967671958,-0.006970236330254895,0.001419698331592828,-0.0033130173782384476,-0.09771910186294432,-0.051259650369941956,-0.07727105229421577,-0.010513254074587947,0.29970836629269315,-0.11900810320624164,0
83,-0.0014878008473278997,0.07628185985760588,0.001155265451458179,-0.0034004259685557633,0.0016170427202726809,-0.0002567138128171596,-0.03760585109816084,0.09366975025303786,0.057880795469098315,0.35698103616991317,0.019734438867985295,0.30563035654212883,0
84,-0.0006459017316109469,0.07583664413010648,0.0007452820443707688,-0.006068895462047677,0.0037873572814535587,-0.0027273840059065203,0.08418991157169528,-0.044521572749940674,-0.04099834070874102,-0.2668469493491914,0.21703145611808777,-0.24706701930893607,0
85,-9.693562401917877e-05,0.076154410709763,0.00017740802582917465,-0.007986192561924135,0.004722565378194486,-0.0017784307626461683,0.05489661075917681,0.03177665796565282,-0.05678740185415941,-0.1917297099876458,0.09352080967409272,0.09489532432603519,0
86,0.0006555143238767172,0.07559924234027784,-0.0004715030794478249,-0.009746420618035795,0.0037176358745971997,-0.005015951919109209,0.0752449947895896,-0.055516836948515946,-0.06489111052769996,-0.17602280561116596,-0.10049295035972862,-0.3237521156463041,0
87,0.0015849102263403969,0.07500974445798732,-0.0008518946200115701,-0.01050232684460686,0.003138054317875662,-0.006668534704434667,0.09293959024636797,-0.05894978822905267,-0.03803915405637452,-0.07559062265710646,-0.05795815567215378,-0.1652582785325458,0
88,0.0014761722900665576,0.07508575138378856,-0.001855434510278122,-0.013321574277671808,0.003553706548675946,-0.007112469618789322,-0.01087379362738393,0.0076006925801244685,-0.10035398902665518,-0.28192474330649486,0.04156522308002841,-0.04439349143546545,0
89,0.0006656118647949086,0.07563629518321068,-0.002644962916006772,-0.013833087497791375,0.0028719921713376796,-0.005944546893255552,-0.08105604252716489,0.05505437994221124,-0.07895284057286499,-0.05115132201195666,-0.06817143773382664,0.11679227255337694,0
90,-0.0005976316324109124,0.0765868230575595,-0.0015525669213734092,-0.008342988459397752,0.005484136582114765,-0.004471645721114718,-0.1263243497205821,0.09505278743488221,0.10923959946333628,0.5490099038393623,0.2612144410777085,0.14729011721408342,0
91,-0.0015452381411605238,0.07728948163010492,-0.001106624914325769,-0.006251220326941237,0.007444761739732101,-0.002668670861540518,-0.09476065087496113,0.07026585725454226,0.04459420070476402,0.20917681324565143,0.19606251576173364,0.18029748595742,0
92,-0.002954535364469006,0.07945474617371182,-0.0005322245401108768,-0.0030185984395985944,0.008921333507929457,2.8595027226569704e-06,-0.14092972233084822,0.21652645436068957,0.057440037421489225,0.32326218873426427,0.14765717681973559,0.2671530364263175,0
93,-0.0035392549135251903,0.07973021152699215,0.00016534559595618933,-0.0010997116633566439,0.00851847148461099,0.00045137656731092103,-0.05847195490561842,0.027546535328033805,0.06975701360670661,0.19188867762419506,-0.04028620233184673,0.044851706458826406,0
94,-0.00414777557279866,0.07953072192354364,0.0006863538074004055,0.001467448180363335,0.009670303393750475,0.0013990187465468145,-0.060852065927347,-0.019948960344851052,0.05210082114442162,0.2567159843719979,0.11518319091394849,0.09476421792358936,0
95,-0.0040912227284103445,0.07941832985232647,0.0001296100738203576,-0.00027766339869826943,0.007401120562745292,0.002961698302594645,0.005655284438831586,-0.011239207121717387,-0.0556743733580048,-0.17451115790616042,-0.2269182831005183,0.15626795560478304,0
96,-0.0033778471240745304,0.07924781682561811,-0.0004478632522689388,-0.0014608941417895665,0.006661636690821507,0.0018171438472395502,0.0713375604335814,-0.01705130267083549,-0.05774733260892964,-0.11832307430912972,-0.07394838719237849,-0.11445544553550949,0
97,-0.001824787833440518,0.07768461465972896,-0.0012362449610015785,-0.005649152735730549,0.005081539972749204,-0.0009010152884781315,0.15530592906340124,-0.15632021658891493,-0.07883817087326397,-0.41882585939409817,-0.15800967180723036,-0.27181591357176815,0
98,-0.0006956823292980071,0.07721484359008449,-0.0008921319137960973,-0.004280767387400766,0.005173462182721857,-0.0022277248261476654,0.11291055041425108,-0.046977106964447846,0.034411304720548125,0.13683853483297823,0.009192220997265334,-0.1326709537669534,0
99,0.00042403289852851604,0.07761947937271332,-0.0007464502760823666,-0.0030521229317182104,0.00643307934181668,-0.005010788490490425,0.11197152278265231,0.040463578262883715,0.014568163771373072,0.1228644455682556,0.12596171590948235,-0.2783063664342759,0
