Parameter,Value
RUN_ID,8
TIMESTAMP,20260227-183208
OBJECT,wooden_cube_0.348
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,398
CTX_START_ABS,375
CTX_END_ABS,475
INF_START_ABS,395
INF_END_ABS,455
