Parameter,Value
RUN_ID,3
TIMESTAMP,20260227-182955
OBJECT,wooden_cube_0.348
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,365
CTX_START_ABS,342
CTX_END_ABS,442
INF_START_ABS,362
INF_END_ABS,422
