Parameter,Value
RUN_ID,4
TIMESTAMP,20260227-183022
OBJECT,wooden_cube_0.348
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,376
CTX_START_ABS,353
CTX_END_ABS,453
INF_START_ABS,373
INF_END_ABS,433
