Parameter,Value
RUN_ID,10
TIMESTAMP,20260227-183301
OBJECT,wooden_cube_0.348
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,392
CTX_START_ABS,369
CTX_END_ABS,469
INF_START_ABS,389
INF_END_ABS,449
