Parameter,Value
RUN_ID,5
TIMESTAMP,20260227-185414
OBJECT,nolid_cube_0.498
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,373
CTX_START_ABS,350
CTX_END_ABS,450
INF_START_ABS,370
INF_END_ABS,430
