Parameter,Value
RUN_ID,10
TIMESTAMP,20260227-185626
OBJECT,nolid_cube_0.498
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,386
CTX_START_ABS,363
CTX_END_ABS,463
INF_START_ABS,383
INF_END_ABS,443
