Parameter,Value
RUN_ID,1
TIMESTAMP,20260227-185227
OBJECT,nolid_cube_0.498
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,382
CTX_START_ABS,359
CTX_END_ABS,459
INF_START_ABS,379
INF_END_ABS,439
