Parameter,Value
RUN_ID,7
TIMESTAMP,20260227-185507
OBJECT,nolid_cube_0.498
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,379
CTX_START_ABS,356
CTX_END_ABS,456
INF_START_ABS,376
INF_END_ABS,436
