Parameter,Value
RUN_ID,9
TIMESTAMP,20260226-152459
OBJECT,nolid_cube_1.856
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,378
CTX_START_ABS,355
CTX_END_ABS,455
INF_START_ABS,375
INF_END_ABS,435
