Parameter,Value
RUN_ID,2
TIMESTAMP,20260226-152156
OBJECT,nolid_cube_1.856
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,377
CTX_START_ABS,354
CTX_END_ABS,454
INF_START_ABS,374
INF_END_ABS,434
