Parameter,Value
RUN_ID,4
TIMESTAMP,20260227-184755
OBJECT,nolid_cube_0.390
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,361
CTX_START_ABS,338
CTX_END_ABS,438
INF_START_ABS,358
INF_END_ABS,418
