Parameter,Value
RUN_ID,6
TIMESTAMP,20260227-184848
OBJECT,nolid_cube_0.390
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,398
CTX_START_ABS,375
CTX_END_ABS,475
INF_START_ABS,395
INF_END_ABS,455
