Parameter,Value
RUN_ID,10
TIMESTAMP,20260227-185034
OBJECT,nolid_cube_0.390
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,374
CTX_START_ABS,351
CTX_END_ABS,451
INF_START_ABS,371
INF_END_ABS,431
