Parameter,Value
RUN_ID,9
TIMESTAMP,20260226-233826
OBJECT,blue_cylinder_0.376
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,377
CTX_START_ABS,354
CTX_END_ABS,454
INF_START_ABS,374
INF_END_ABS,434
