Parameter,Value
RUN_ID,5
TIMESTAMP,20260226-233640
OBJECT,blue_cylinder_0.376
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,402
CTX_START_ABS,379
CTX_END_ABS,479
INF_START_ABS,399
INF_END_ABS,459
