Parameter,Value
RUN_ID,7
TIMESTAMP,20260226-233733
OBJECT,blue_cylinder_0.376
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,383
CTX_START_ABS,360
CTX_END_ABS,460
INF_START_ABS,380
INF_END_ABS,440
