Parameter,Value
RUN_ID,6
TIMESTAMP,20260226-233706
OBJECT,blue_cylinder_0.376
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,376
CTX_START_ABS,353
CTX_END_ABS,453
INF_START_ABS,373
INF_END_ABS,433
