Parameter,Value
RUN_ID,9
TIMESTAMP,20260227-221847
OBJECT,nolid_cube_0.798
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,374
CTX_START_ABS,351
CTX_END_ABS,451
INF_START_ABS,371
INF_END_ABS,431
