Parameter,Value
RUN_ID,6
TIMESTAMP,20260227-221727
OBJECT,nolid_cube_0.798
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,379
CTX_START_ABS,356
CTX_END_ABS,456
INF_START_ABS,376
INF_END_ABS,436
