Parameter,Value
RUN_ID,9
TIMESTAMP,20260227-184327
OBJECT,nolid_cube_0.390
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,387
CTX_START_ABS,364
CTX_END_ABS,464
INF_START_ABS,384
INF_END_ABS,444
