Parameter,Value
RUN_ID,6
TIMESTAMP,20260227-184207
OBJECT,nolid_cube_0.390
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,378
CTX_START_ABS,355
CTX_END_ABS,455
INF_START_ABS,375
INF_END_ABS,435
