Parameter,Value
RUN_ID,6
TIMESTAMP,20260226-180307
OBJECT,blue_cylinder_0.376
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,386
CTX_START_ABS,363
CTX_END_ABS,463
INF_START_ABS,383
INF_END_ABS,443
