Parameter,Value
RUN_ID,1
TIMESTAMP,20260226-180055
OBJECT,blue_cylinder_0.376
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,696
GLOBAL_IMPACT_STEP,374
CTX_START_ABS,351
CTX_END_ABS,451
INF_START_ABS,371
INF_END_ABS,431
