Parameter,Value
RUN_ID,10
TIMESTAMP,20260301-164917
OBJECT,wooden_cube_even_0.348
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,368
CTX_START_ABS,345
CTX_END_ABS,445
INF_START_ABS,365
INF_END_ABS,425
