Parameter,Value
RUN_ID,8
TIMESTAMP,20260301-164823
OBJECT,wooden_cube_even_0.348
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,382
CTX_START_ABS,359
CTX_END_ABS,459
INF_START_ABS,379
INF_END_ABS,439
