step_global,v_y,a_y,is_inference_region
0,8.01681035725047e-05,0.00801681035725047,0
1,0.00014975407784470197,0.006958597427219728,0
2,0.0014202385929115537,0.12704845150668517,0
3,0.0025839675674007388,0.1163728974489185,0
4,0.004126268523866455,0.15423009564657164,0
5,0.007774349629210901,0.36480811053444456,0
6,0.01263177417293156,0.48574245437206587,0
7,0.01842514554457393,0.5793371371642372,0
8,0.025175704816587187,0.6750559272013256,0
9,0.03202297573249534,0.684727091590815,0
10,0.03910999163701764,0.7087015904522299,0
11,0.04558856489798675,0.6478573260969116,0
12,0.05194943106157381,0.636086616358706,0
13,0.05810553302425696,0.6156101962683146,0
14,0.06342405947780747,0.5318526453550506,0
15,0.06847448214412796,0.5050422666320498,0
16,0.07260199398136159,0.412751183723363,0
17,0.07577745537661752,0.31754613952559296,0
18,0.07797375909080939,0.2196303714191869,0
19,0.08085246711295688,0.2878708022147486,0
20,0.08255485381646639,0.17023867035095147,0
21,0.08440964867258835,0.1854794856121958,0
22,0.0851479303914722,0.07382817188838486,0
23,0.08521734921292373,0.006941882145153344,0
24,0.08506669475967345,-0.01506544532502846,0
25,0.08426978984748383,-0.07969049121896166,0
26,0.08344418551861205,-0.08256043288717846,0
27,0.08294246078184928,-0.050172473676277085,0
28,0.082540590984215,-0.04018697976342772,0
29,0.08158334230858111,-0.095724867563389,0
30,0.08088602455435809,-0.06973177542230202,0
31,0.08009658440419942,-0.07894401501586656,0
32,0.07965205114684624,-0.04445332573531774,0
33,0.07891585473538491,-0.07361964114613317,0
34,0.07794788776349867,-0.09679669718862388,0
35,0.0767195154012608,-0.122837236223787,0
36,0.07642610769258096,-0.029340770867984645,0
37,0.07525797826428804,-0.11681294282929189,0
38,0.07480220685451208,-0.04557714097759569,0
39,0.07607301831216642,0.12708114576543417,0
40,0.07613999108194608,0.006697276977965516,0
41,0.07632208231332353,0.01820912313774542,0
42,0.07625783831354645,-0.006424399977708606,0
43,0.0763177493243487,0.005991101080225769,0
44,0.07539544921151055,-0.09223001128381564,0
45,0.07557322449514874,0.01777752836381874,0
46,0.07492796313546807,-0.06452613596806683,0
47,0.07517704697353292,0.02490838380648508,0
48,0.0757108097454452,0.05337627719122773,0
49,0.076392925004178,0.068211525873281,0
50,0.07612986790198188,-0.026305710219612366,0
51,0.0772095055936366,0.1079637691654714,0
52,0.07712340645135565,-0.008609914228094318,0
53,0.07693895694081147,-0.018444951054417957,0
54,0.07620460542891357,-0.07343515118979071,0
55,0.07680752473785792,0.060291930894434964,0
56,0.07707180389240821,0.026427915455029538,0
57,0.07767136398611953,0.05995600937113155,0
58,0.078377454715907,0.0706090729787473,0
59,0.07915263578216823,0.07751810662612324,0
60,0.07905995835063616,-0.00926774315320733,0
61,0.07929429797413623,0.02343396235000711,0
62,0.07910390640447448,-0.019039156966174642,0
63,0.07967289338773512,0.05689869832606331,0
64,0.07910830898029839,-0.05645844074367301,0
65,0.07950623514570955,0.03979261654111638,0
66,0.07871028981367466,-0.07959453320348919,0
67,0.07937638770947558,0.0666097895800924,0
68,0.07874685753153987,-0.0629530177935711,0
69,0.07882999764294465,0.008314011140478361,0
70,0.07933815486726917,0.05081572243245125,0
71,0.07942086906766058,0.008271420039140942,0
72,0.07911462336310711,-0.030624570455346778,0
73,0.07905011207785526,-0.006451128525185312,0
74,0.07807310927014033,-0.09770028077149273,0
75,0.0768742724615252,-0.1198836808615128,0
76,0.07673997262147325,-0.013429984005194906,0
77,0.07579199019652642,-0.09479824249468277,0
78,0.07578352057471006,-0.0008469621816359352,0
79,0.07653659279590516,0.07530722211950974,0
80,0.07744133873315812,0.09047459372529543,0
81,0.07698636119904204,-0.045497753411608,0
82,0.07834335771715442,0.13569965181123855,0
83,0.07829305969975091,-0.005029801740351336,0
84,0.07855421648461587,0.02611567848649632,0
85,0.0790305178406513,0.04763013560354218,0
86,0.07863409278981115,-0.039642505084014346,0
87,0.07819973765903017,-0.043435513078098065,0
88,0.07875891343296217,0.05591757739319969,0
89,0.07818640040858973,-0.057251302437243135,0
90,0.07815653963316053,-0.0029860775429199626,0
91,0.07915655050810198,0.10000108749414482,0
92,0.07952620834256598,0.036965783446399336,0
93,0.07899539770519892,-0.05308106373670546,0
94,0.07931688522082925,0.03214875156303254,0
95,0.0792318366994745,-0.008504852135474139,0
96,0.07894061725043373,-0.029121944904077213,0
97,0.07843682395329772,-0.05037932971360126,0
98,0.07866273947177083,0.022591551847310487,0
99,0.07760571486960341,-0.10570246021674168,0
100,0.07659602504531764,-0.10096898242857727,0
101,0.07542417584188257,-0.1171849203435063,0
102,0.07486641291897174,-0.05577629229108344,0
103,0.07404324215941616,-0.08231707595555832,0
104,0.07441584942495513,0.03726072655389767,0
105,0.07504115824475968,0.06253088198045487,0
106,0.07552236170157067,0.04812034568109913,0
107,0.07709084275650156,0.15684810549308897,0
108,0.0777060939571629,0.0615251200661332,0
109,0.07854921289865756,0.08431189414946638,0
110,0.07874467668313248,0.01954637844749224,0
111,0.0796701842328167,0.09255075496842208,0
112,0.08008144887514579,0.04112646423290872,0
113,0.07976423681939492,-0.03172120557508734,0
114,0.08092393992767388,0.11597031082789672,0
115,0.08062032608442268,-0.030361384325119922,0
116,0.0807672165539276,0.01468904695049178,0
117,0.07992588236395631,-0.08413341899712878,0
118,0.07946513047692197,-0.04607518870343441,0
119,0.07855329025140871,-0.0911840225513258,0
120,0.07874628087434353,0.019299062293481883,0
121,0.0781090825223358,-0.0637198352007734,0
122,0.07773811459373195,-0.03709679286038464,0
123,0.07807437267346687,0.033625807973491906,0
124,0.07803031371541123,-0.004405895805563442,0
125,0.0774530891660039,-0.057722454940734025,0
126,0.07805326742779194,0.060017826178804246,0
127,0.07862286270945451,0.056959528166257434,0
128,0.07897225639705933,0.03493936876048237,0
129,0.0789030862469581,-0.00691701501012304,0
130,0.07821418474714112,-0.06889014998169851,0
131,0.07794489108892733,-0.02692936582137928,0
132,0.07747501439466878,-0.04698766942585475,0
133,0.07699736478739941,-0.047764960726937034,0
134,0.07702463866131884,0.0027273873919431146,0
135,0.07816867397530551,0.11440353139866716,0
136,0.07777732230402275,-0.03913516712827636,0
137,0.07867510926552904,0.08977869615062889,0
138,0.07917547073660189,0.05003614710728521,0
139,0.0800942303497887,0.0918759613186812,0
140,0.08174410948063243,0.16498791308437316,0
141,0.08408337986367939,0.23392703830469597,0
142,0.08582704753071375,0.17436676670343626,0
143,0.08901205597576432,0.3185008445050569,0
144,0.09067934606751946,0.1667290091755133,0
145,0.09229912791657553,0.16197818490560761,0
146,0.09310895860163076,0.08098306850552323,0
147,0.09284607819868251,-0.02628804029482512,0
148,0.09210692017105304,-0.07391580276294718,0
149,0.09124771919173136,-0.08592009793216837,0
150,0.08966671333620596,-0.1581005855525397,0
151,0.08845660907461532,-0.12101042615906416,0
152,0.0874102561209059,-0.10463529537094174,0
153,0.08661695281641144,-0.07933033044944665,0
154,0.08583370003700662,-0.07832527794048166,0
155,0.08576385929510046,-0.006984074190616307,0
156,0.08557775573126983,-0.0186103563830628,0
157,0.0848599147575521,-0.07178409737177288,0
158,0.08428953847756131,-0.05703762799907919,0
159,0.08420576519977326,-0.008377327778805177,0
160,0.0831331896299802,-0.10725755697930522,0
