step_global,v_y,a_y,is_inference_region
0,-8.712797327455868e-05,-0.008712797327455868,0
1,-0.0005548249112815386,-0.04676969380069799,0
2,0.0016068249463749489,0.21616498576564874,0
3,0.005850328088234193,0.4243503141859244,0
4,0.011255765371474468,0.5405437283240275,0
5,0.01549099828217079,0.4235232910696322,0
6,0.024211810377485387,0.8720812095314596,0
7,0.033318306039323786,0.9106495661838399,0
8,0.041283532119260044,0.7965226079936257,0
9,0.04735311995278882,0.6069587833528775,0
10,0.053150099156055244,0.5796979203266425,0
11,0.060774116967664174,0.762401781160893,0
12,0.06151595492877842,0.07418379611142459,0
13,0.0693385040546357,0.7822549125857274,0
14,0.07170915751003702,0.2370653455401328,0
15,0.07176944541548637,0.006028790544934659,0
16,0.07728079898431309,0.5511353568826718,0
17,0.0778311237006238,0.055032471631071,0
18,0.0828583159397362,0.5027192239112396,0
19,0.08211349346363488,-0.07448224761013172,0
20,0.08382399143988539,0.17104979762505162,0
21,0.08743136683543218,0.3607375395546786,0
22,0.080788273672572,-0.6643093162860172,0
23,0.08627852751671573,0.5490253844143728,0
24,0.08210840949653142,-0.4170118020184313,0
25,0.08268703170966031,0.05786222131288904,0
26,0.08418980396525227,0.15027722555919637,0
27,0.08138078737795452,-0.28090165872977496,0
28,0.08072738377487162,-0.06534036030828999,0
29,0.0795406051580844,-0.11867786167872318,0
30,0.08053561389836066,0.09950087402762625,0
31,0.07668632392070926,-0.3849289977651396,0
32,0.07956667753299994,0.28803536122906787,0
33,0.07494490308699663,-0.4621774446003313,0
34,0.07283168721624074,-0.21132158707558857,0
35,0.0751475845742185,0.2315897357977756,0
36,0.07180142873435459,-0.3346155839863904,0
37,0.07675435407254333,0.4952925338188738,0
38,0.07714671790488103,0.039236383233770544,0
39,0.07416190223798075,-0.2984815666900287,0
40,0.07702900990744381,0.2867107669463062,0
41,0.0720613268025028,-0.4967683104941015,0
42,0.0761193064396295,0.4057979637126702,0
43,0.07710730357648021,0.09879971368507157,0
44,0.07648064356310039,-0.06266600133798261,0
45,0.07424794829428784,-0.22326952688125484,0
46,0.07571677661022116,0.14688283159333265,0
47,0.07820874121554765,0.24919646053264827,0
48,0.07751292775492755,-0.06958134606201011,0
49,0.07753977381463345,0.0026846059705903924,0
50,0.07571347492964789,-0.1826298884985561,0
51,0.07668810698753314,0.09746320578852552,0
52,0.07330135665733684,-0.33867503301963087,0
53,0.07710170967392764,0.38003530165908045,0
54,0.0728407427583667,-0.42609669155609375,0
55,0.07984670456363599,0.7005961805269286,0
56,0.07826947902846657,-0.15772255351694242,0
57,0.07893956436813744,0.06700853396708756,0
58,0.08161673925144418,0.26771748833067377,0
59,0.07927719588865036,-0.23395433627938222,0
60,0.08380409096572013,0.452689507706977,0
61,0.08076644341682335,-0.30376475488967797,0
62,0.08110820805576964,0.034176463894629305,0
63,0.08306153021818959,0.1953322162419946,0
64,0.07407457022639748,-0.898695999179211,0
65,0.08116722874808516,0.709265852168768,0
66,0.08096756695743777,-0.019966179064738465,0
67,0.07542192722185595,-0.5545639735581822,0
68,0.07735114491663336,0.1929217694777413,0
69,0.07278180540311019,-0.4569339513523174,0
70,0.08083567675522861,0.8053871352118421,0
71,0.0750737246151092,-0.5761952140119416,0
72,0.0777667974684577,0.26930728533485077,0
73,0.07857094601079007,0.08041485423323641,0
74,0.0762117979443905,-0.23591480663995718,0
75,0.07537114771040272,-0.0840650233987772,0
76,0.07445489648199756,-0.09162512284051627,0
77,0.07452693128346743,0.007203480146987518,0
78,0.08151394091442621,0.6987009630958774,0
79,0.07594962879869407,-0.5564312115732134,0
80,0.07981200058040094,0.3862371781706869,0
81,0.07586084153986405,-0.3951159040536889,0
82,0.07755966287600578,0.16988213361417287,0
83,0.07647939600667156,-0.1080266869334226,0
84,0.08096018767228458,0.4480791665613021,0
85,0.07864115437632824,-0.2319033295956341,0
86,0.07614408186575913,-0.24970725105691038,0
87,0.07838552916540072,0.2241447299641583,0
88,0.08011483894214512,0.17293097767444032,0
89,0.07623151820001246,-0.38833207421326565,0
90,0.08127027318265592,0.5038754982643459,0
91,0.0801469689930352,-0.11233041896207274,0
92,0.08253515299624822,0.23881840032130286,0
93,0.0771291840492797,-0.5405968946968528,0
94,0.07667723854383826,-0.0451945505441434,0
95,0.08042274194325863,0.3745503399420369,0
96,0.08211405844743097,0.1691316504172341,0
97,0.07805825073802049,-0.40558077094104833,0
98,0.07803450447146074,-0.002374626655975154,0
99,0.07393595159167354,-0.4098552879787193,0
100,0.08013355148930768,0.6197599897634132,0
101,0.07379406187423279,-0.6339489615074884,0
