Parameter,Value
RUN_ID,9
TIMESTAMP,20260226-150208
OBJECT,nolid_cube_1.240
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,379
CTX_START_ABS,356
CTX_END_ABS,456
INF_START_ABS,376
INF_END_ABS,436
