Parameter,Value
RUN_ID,5
TIMESTAMP,20260226-162007
OBJECT,colored_cubes
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,695
GLOBAL_IMPACT_STEP,378
CTX_START_ABS,355
CTX_END_ABS,455
INF_START_ABS,375
INF_END_ABS,435
