Parameter,Value
RUN_ID,6
TIMESTAMP,20260227-220107
OBJECT,nolid_cube_0.694
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,400
CTX_START_ABS,377
CTX_END_ABS,477
INF_START_ABS,397
INF_END_ABS,457
