Parameter,Value
RUN_ID,9
TIMESTAMP,20260227-220227
OBJECT,nolid_cube_0.694
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,362
CTX_START_ABS,339
CTX_END_ABS,439
INF_START_ABS,359
INF_END_ABS,419
