Parameter,Value
RUN_ID,10
TIMESTAMP,20260227-220253
OBJECT,nolid_cube_0.694
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,372
CTX_START_ABS,349
CTX_END_ABS,449
INF_START_ABS,369
INF_END_ABS,429
